municipio,barrio,actividad_principal,codigo_ciiu,clasificación_de_la_empresa,sector_económico,nombre_cargo,numero_de_vacantes,numero_días_a_laborar_por_semana,salario_honorarios,tipo_de_contrato,duración_contrato_(meses),discapacidad,rango_edad,sexo,nivel_educativo,título,nivel_educativo_finalizado,capacitación_específica,manejo_programas_informáticos,programas_informáticos,años_de_experiencia_requerida,disponibilidad_fuera_ciudad,requiere_vehiculo,vehiculo,categoria,visa_pasaporte,idiomas
no dato,no dato,no dato,no dato,no dato,no dato,asesora de ventas,3,6,750,termino indefinido,6,no dato,entre 25 y 50,femenino,técnico,"mercadeo, ventas, recursos humanos.",si,no aplica,si,"excel, word",2 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,técnico en mantenimiento,2,6,900000,termino fijo,3,no dato,mayor o igual que 25,masculino,técnico,técnico en mantenimiento,si,trabajo en alturas,si,word y excel,3 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,tecnologo en sistemas,1,6,1232001-1848000,obra o labor,3,no dato,mayor o igual que 18,masculino,tecnologico,tecnológo en informática,si,no aplica,no,no aplica,5 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de nomina,1,6,1200000,obra o labor,3,no dato,mayor o igual que 18,indiferente,tecnologico,tecnologo en gestión humana o afines,si,no aplica,no,no aplica,5 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,dibujante civil tuberías enterradas,1,6,1232001-1848000,obra o labor,3,no dato,mayor o igual que 18,masculino,técnico,diseño industrial,si,no aplica,no,no aplica,5 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar presupuesto,1,6,1848001-2464000,obra o labor,3,no dato,mayor o igual que 25,masculino,profesional,ingeniero civil o mecánico,si,no aplica,no,no aplica,5 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,inspector mecánico,1,6,1848001-2464000,obra o labor,3,no dato,mayor o igual que 25,masculino,profesional,ingeniero mecánico,si,no aplica,no,no aplica,5 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,ayudantes electromecánicos,10,6,1232001-1848000,obra o labor,3,no dato,mayor o igual que 18,masculino,técnico,técnico electromecanico,si,no aplica,no,no aplica,5 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,mecánico de montaje,4,6,1232001-1848000,obra o labor,3,no dato,mayor o igual que 18,masculino,técnico,tecnico mecánico,si,no aplica,no,no aplica,5 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,soldador 1 a,2,6,1232001-1848000,obra o labor,3,no dato,menor o igual que 18,masculino,técnico,técnico soldador,si,no aplica,no,no aplica,5 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,ingeniero de control,1,6,2500000,termino indefinido,6,no dato,mayor o igual que 25,masculino,profesional,ingeniero electrónico o ingeniero instrumentación y control,no,no aplica,no,no aplica,3 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,inspector eléctrico,2,6,1500000,termino indefinido,6,no dato,mayor o igual que 20,masculino,tecnologico,tecnólogo en electricidad,si,no aplica,no,no aplica,3 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,psicólogo organizacional,1,6,1500000,termino indefinido,6,no dato,mayor o igual que 20,indiferente,profesional,psicólogo,si,no aplica,no,no aplica,3 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,asistente de archivo,1,6,616000-1232000,obra o labor,3,no dato,mayor o igual que 20,indiferente,técnico,tecnologia en gestón documental o técnico en arhivo,si,no aplica,si,básicos,2 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,inspector sst,5,6,900000,termino indefinido,6,no dato,mayor o igual que 20,indiferente,tecnologico,"salud ocupacional, seguridad industrial o especialista",si,no aplica,no,no aplica,3 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de enfermería,1,6,1600000,termino indefinido,6,no dato,mayor o igual que 20,indiferente,tecnologico,enfermería,si,no aplica,no,no aplica,2 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,artista del sanduche,2,6,737717,termino indefinido,6,no dato,mayor o igual que 22,indiferente,media (10° - 13°),bachiller,no,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,asistente administrativo,1,5,900,termino indefinido,6,no dato,mayor o igual que 25,femenino,técnico,administración,si,no aplica,si,office,12 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,diseñador grafico,1,6,900000,termino indefinido,6,no dato,mayor o igual que 25,femenino,técnico,diseño gráfico,si,no aplica,si,excel,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,domiciliario,1,6,689455,termino indefinido,6,no dato,entre 25 y 38,masculino,media (10° - 13°),bachiller,no,no aplica,no,no aplica,6 meses,no,no,no aplica,a2,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,diseñador grafico,1,6,900000,termino indefinido,6,no dato,entre 25 y 38,indiferente,técnico,diseño grafico,si,no aplica,si,offimatica y progrmas de diseño,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de calidad,1,6,737717-1475434,termino indefinido,6,no dato,mayor o igual que 18,femenino,tecnologico,calidad,si,no aplica,si,office,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,conductor de alimentos,1,6,737717-1475434,termino indefinido,6,no dato,mayor o igual que 18,masculino,primaria (1° - 5°),primaria,no,no aplica,no,no aplica,12 meses,no,no,no aplica,"c1,c2",no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,asesora de call center,1,6,737717,termino indefinido,6,no dato,mayor o igual que 18,femenino,media (10° - 13°),"bachiller o tecnico en secretarios, servicio al cliente o afines.",si,no aplica,si,office basico,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de mantenimiento,1,6,737717 -1475434,termino indefinido,6,no dato,mayor o igual que 18,masculino,secundaria (6° - 9°),secundaria,si,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,lider de puntos de venta,1,6,1562484 - 2343726,termino indefinido,6,no dato,mayor o igual que 18,femenino,profesional,administarción de empresas o áreas afines.,si,no aplica,no,no aplica,24 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,asesora punto de venta,1,6,781242,termino indefinido,6,no dato,mayor o igual que 18,femenino,media (10° - 13°),profesional,si,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,asesora punto de venta,1,6,781242,termino indefinido,6,no dato,mayor o igual que 18,femenino,media (10° - 13°),profesional,si,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,lider en gestion humana,1,6,781242-1562484,termino indefinido,6,no dato,mayor o igual que 18,femenino,técnico,tecnico o tecnologo en recursos humanos o áreas afines.,si,no aplica,no,no aplica,24 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,lider en gestion humana,1,6,781242-1562484,termino indefinido,6,no dato,mayor o igual que 18,femenino,técnico,tecnico o tecnologo en recursos humanos o áreas afines.,si,no aplica,no,no aplica,24 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,piscinero,1,6,644350,obra o labor,12,no dato,mayor o igual que 28,masculino,primaria (1° - 5°),primaria,no,mantenimiento de piscinas,no,no aplica,5 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar servicios  generales,1,6,802500,obra o labor,6,no dato,entre 20 y 35,masculino,media (10° - 13°),bachiller acedmico,si,certificación en alturas,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,piscinero con alturas,1,6,1150000,obra o labor,6,no dato,entre 20 y 35,masculino,media (10° - 13°),bachiller academico,si,capacitación en alturas,no,no aplica,6 meses,no,si,moto,a2,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,oficios varios jardinero,1,6,689455,obra o labor,6,no dato,entre 20 y 35,masculino,media (10° - 13°),bachiller academico,si,certificado en alturas,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de servicios generales,1,6,850000,obra o labor,6,no dato,entre 20 y 35,masculino,media (10° - 13°),bachiller academico,si,certificación en alturas,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,alpinista (limpieza en alturas),2,6,737717,obra o labor,12,no dato,mayor o igual que 18,masculino,ninguno,-,no,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,piscinero,2,6,737717,obra o labor,12,no dato,mayor o igual que 18,masculino,ninguno,-,no,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,piscinero,5,6,781242,termino fijo,12,no dato,entre 22 y 45,masculino,secundaria (6° - 9°),básica secundario,si,piscinero,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,ejecutivo comercial senior,1,5,1350000,termino indefinido,6,no dato,mayor o igual que 18,indiferente,profesional,"administración, negocios, marketing, ventas.",si,ventas,si,microsoft office,0,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,bodeguero y mensajero,1,5,700,termino indefinido,6,no dato,entre 22 y 30,masculino,secundaria (6° - 9°),secundaría,no,no aplica,no,no aplica,2 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,ejecutivo comercial,1,5,850,termino indefinido,6,no dato,entre 24 y 32,indiferente,técnico,indiferente,si,ventas,si,"word, excel, correo electrónico.",2 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,ejecutivo comercial,1,5,1360000,termino indefinido,6,no dato,entre 24 y 33,indiferente,profesional,profesional administración o mercadeo,si,ventas,si,"excel, word, muy buen manejo de sistemas.",0,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,vendedor de mostrador,1,6,900000,termino indefinido,6,no dato,menor o igual que 45,indiferente,técnico,regente de farmacia,si,no aplica,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,domiciliario moto,1,6,64435,obra o labor,3,no dato,entre 25 y 35,masculino,media (10° - 13°),bachiller,si,servicio al cliente,no,no aplica,0,no,no,no aplica,a1,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,operador logístico.,3,6,64435,obra o labor,3,no dato,entre 25 y 35,masculino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,cajero de supermercado,5,6,1000000 -1500000,obra o labor,3,no dato,entre 20 y 35,indiferente,media (10° - 13°),bachiller,si,no aplica,no,no aplica,6 meses,si,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,empacador,3,6,644350-1000000,obra o labor,3,no dato,entre 18 y 25,masculino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,1 año,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliares de carnes,10,6,1000000-1500000,obra o labor,3,no dato,entre 20 y 40,masculino,media (10° - 13°),bachiller,si,manipulacion de alimentos,no,no aplica,1 año,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,cajero (q) supermercado,4,6,"1000000-1,500000",obra o labor,12,no dato,entre 20 y 35,indiferente,secundaria (6° - 9°),secundaria,si,sistema uno,si,sistema uno,1 año,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,operador logistico,20,6,689455,obra o labor,3,no dato,entre 23 y 35,indiferente,media (10° - 13°),bachiller,si,preferiblemente manipulación alimentos,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,empacador- supermercado,7,6,689455,obra o labor,3,no dato,entre 18 y 50,masculino,media (10° - 13°),bachiller,si,no aplica,no,no aplica,0,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,vigia de apoyo- guarda de seguridad,6,6,1080000,termino fijo,3,no dato,entre 25 y 50,masculino,media (10° - 13°),bachiller,si,curso de vigilancia,no,no aplica,1 año,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,cajero polifuncional,30,6,737717,termino fijo,3,no dato,entre 18 y 45,indiferente,media (10° - 13°),bachiller,si,manipulación de alimentos,no,no aplica,1 año,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,servicios generales,5,6,737717,termino fijo,3,no dato,entre 18 y 45,indiferente,media (10° - 13°),bachiller,no,curso de manipulación de alimentos,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de inventarios,5,6,737717,termino fijo,3,no dato,entre 18 y 45,masculino,media (10° - 13°),bachiller,si,carnet manipulación de alimentos,no,no aplica,1 año,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de fruver,20,6,737717,termino fijo,3,no dato,entre 18 y 45,masculino,media (10° - 13°),bachiller,si,carnet manipulación de alimentos,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de bodega,10,6,737717,termino fijo,3,no dato,entre 18 y 45,masculino,media (10° - 13°),bachiller,si,carnet de manipulación de alimentos,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,"auxiliar de control, perdidas y servicios",30,6,737717,termino fijo,3,no dato,entre 18 y 45,indiferente,media (10° - 13°),bachiller,no,curso de seguridad,no,no aplica,2 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,operador logistico,20,6,737717,termino fijo,3,no dato,entre 18 y 45,masculino,media (10° - 13°),bachiller,si,carnet de manipulación de alimentos,no,no aplica,12 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,"auxiliar de control, perdidas y servicios",20,6,737717,termino fijo,3,no dato,entre 18 y 45,indiferente,media (10° - 13°),bachiller,si,curso de seguridad,no,no aplica,2 años,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,"auxiliar de control, perdidas y servicios",14,6,737717,termino fijo,3,no dato,entre 18 y 45,masculino,media (10° - 13°),bachiller,si,curso de seguridad,no,no aplica,1 año,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,cajero polifuncional,15,6,737717,termino fijo,3,no dato,entre 18 y 45,indiferente,media (10° - 13°),bachiller,si,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,auxiliar de carnes,25,6,865630,termino fijo,3,no dato,mayor o igual que 18,indiferente,media (10° - 13°),bachiller,no,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,domiciliario,4,6,737717,termino fijo,3,no dato,entre 18 y 50,masculino,media (10° - 13°),bachiller,no,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,operador logistico,21,6,737717,termino fijo,3,no dato,entre 18 y 45,indiferente,media (10° - 13°),bachiller,no,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,coordinador domicilios,1,6,1232001-1848000,termino indefinido,6,no dato,mayor o igual que 19,indiferente,técnico,areas logisticas o administrativas,si,no aplica,si,office,1 año,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,domiciliario moto,6,6,781242,termino fijo,3,no dato,entre 18 y 50,masculino,media (10° - 13°),bachiller,no,no aplica,no,no aplica,6 meses,no,no,no aplica,a2,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,domiciliario carro,5,6,781242,termino fijo,3,no dato,entre 18 y 50,masculino,media (10° - 13°),bachiller,no,conocimiento en nomenclatura,no,no aplica,6 meses,no,no,no aplica,c2,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,cajero polifuncional,10,6,781242,termino fijo,3,no dato,entre 18 y 45,indiferente,media (10° - 13°),bachiller,no,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
no dato,no dato,no dato,no dato,no dato,no dato,servicios generales nocturno,2,6,781242,termino fijo,4,no dato,entre 18 y 45,masculino,media (10° - 13°),bachiller,no,no aplica,no,no aplica,6 meses,no,no,no aplica,no aplica,no,no dato
